administrative_code,status,page_path,geonameid,reviewed_by,reviewed_at,quality_gate_version
440200,researched,destinations/中国/广东省/韶关市.md,1795874,codex,2026-07-31,1
440281,researched,destinations/中国/广东省/乐昌市.md,1804252,codex,2026-08-13,1
440282,researched,destinations/中国/广东省/南雄市.md,1788402,codex,2026-08-13,1
440300,researched,destinations/中国/广东省/深圳市.md,1795565,codex,2026-07-30,1
440400,researched,destinations/中国/广东省/珠海市.md,1790437,codex,2026-07-30,1
440500,researched,destinations/中国/广东省/汕头市.md,1795940,codex,2026-07-30,1
440600,researched,destinations/中国/广东省/佛山市.md,1811103,codex,2026-07-30,1
440700,researched,destinations/中国/广东省/江门市.md,1806299,codex,2026-07-30,1
440781,researched,destinations/中国/广东省/台山市.md,1793700,codex,2026-08-12,1
440784,researched,destinations/中国/广东省/鹤山市.md,1795842,codex,2026-08-13,1
440785,researched,destinations/中国/广东省/恩平市.md,1811729,codex,2026-08-13,1
440800,researched,destinations/中国/广东省/湛江市.md,1784990,codex,2026-07-31,1
440881,researched,destinations/中国/广东省/廉江市.md,1804120,codex,2026-08-13,1
440883,researched,destinations/中国/广东省/吴川市.md,1800829,codex,2026-08-13,1
440900,researched,destinations/中国/广东省/茂名市.md,1801180,codex,2026-07-31,1
440981,researched,destinations/中国/广东省/高州市.md,1810295,codex,2026-08-12,1
440982,researched,destinations/中国/广东省/化州市.md,1806960,codex,2026-08-13,1
440983,researched,destinations/中国/广东省/信宜市.md,1812057,codex,2026-08-13,1
441200,researched,destinations/中国/广东省/肇庆市.md,1784853,codex,2026-07-30,1
441300,researched,destinations/中国/广东省/惠州市.md,1806776,codex,2026-07-30,1
441400,researched,destinations/中国/广东省/梅州市.md,1800779,codex,2026-07-31,1
441481,researched,destinations/中国/广东省/兴宁市.md,8594670,codex,2026-08-12,1
441500,researched,destinations/中国/广东省/汕尾市.md,1795928,codex,2026-08-11,1
441581,researched,destinations/中国/广东省/陆丰市.md,1812521,codex,2026-08-12,1
441600,researched,destinations/中国/广东省/河源市.md,1786112,codex,2026-08-11,1
441700,researched,destinations/中国/广东省/阳江市.md,1806408,codex,2026-07-31,1
441781,researched,destinations/中国/广东省/阳春市.md,1814786,codex,2026-08-12,1
441800,researched,destinations/中国/广东省/清远市.md,1797945,codex,2026-07-30,1
441882,researched,destinations/中国/广东省/连州市.md,1803841,codex,2026-08-13,1
441900,researched,destinations/中国/广东省/东莞市.md,1812545,codex,2026-07-30,1
442000,researched,destinations/中国/广东省/中山市.md,6986104,codex,2026-07-30,1
445100,researched,destinations/中国/广东省/潮州市.md,1815395,codex,2026-07-30,1
445200,researched,destinations/中国/广东省/揭阳市.md,1797121,codex,2026-07-30,1
445281,researched,destinations/中国/广东省/普宁市.md,1802940,codex,2026-07-31,1
445300,researched,destinations/中国/广东省/云浮市.md,1785725,codex,2026-07-30,1
450100,researched,destinations/中国/广西壮族自治区/南宁市.md,1799869,codex,2026-07-30,1
450200,researched,destinations/中国/广西壮族自治区/柳州市.md,1803300,codex,2026-07-31,1
450300,researched,destinations/中国/广西壮族自治区/桂林市.md,1809498,codex,2026-07-30,1
450400,researched,destinations/中国/广西壮族自治区/梧州市.md,1790840,codex,2026-07-31,1
450500,researched,destinations/中国/广西壮族自治区/北海市.md,1816705,codex,2026-07-31,1
450600,researched,destinations/中国/广西壮族自治区/防城港市.md,12269572,codex,2026-08-12,1
450681,researched,destinations/中国/广西壮族自治区/东兴市.md,1812138,codex,2026-08-13,1
450700,researched,destinations/中国/广西壮族自治区/钦州市.md,1797551,codex,2026-07-31,1
450800,researched,destinations/中国/广西壮族自治区/贵港市.md,1809532,codex,2026-07-31,1
450881,researched,destinations/中国/广西壮族自治区/桂平市.md,1809486,codex,2026-08-13,1
450900,researched,destinations/中国/广西壮族自治区/玉林市.md,1785781,codex,2026-07-31,1
450981,researched,destinations/中国/广西壮族自治区/北流市.md,1803551,codex,2026-08-12,1
451000,researched,destinations/中国/广西壮族自治区/百色市.md,1816269,codex,2026-07-31,1
451100,researched,destinations/中国/广西壮族自治区/贺州市.md,7576887,codex,2026-07-31,1
451200,researched,destinations/中国/广西壮族自治区/河池市.md,12358476,codex,2026-08-12,1
451300,researched,destinations/中国/广西壮族自治区/来宾市.md,1804609,codex,2026-07-31,1
451400,researched,destinations/中国/广西壮族自治区/崇左市.md,12159964,codex,2026-08-12,1
451481,researched,destinations/中国/广西壮族自治区/凭祥市.md,1798655,codex,2026-08-13,1
460100,researched,destinations/中国/海南省/海口市.md,1809078,codex,2026-07-30,1
460200,researched,destinations/中国/海南省/三亚市.md,1796556,codex,2026-07-30,1
460400,researched,destinations/中国/海南省/儋州市.md,1800234,codex,2026-08-12,1
469001,researched,destinations/中国/海南省/五指山市.md,1916012,codex,2026-08-13,1
469002,researched,destinations/中国/海南省/琼海市.md,1806488,codex,2026-07-31,1
469005,researched,destinations/中国/海南省/文昌市.md,1791544,codex,2026-07-31,1
469006,researched,destinations/中国/海南省/万宁市.md,1791779,codex,2026-07-31,1
469007,researched,destinations/中国/海南省/东方市.md,1816858,codex,2026-08-11,1
500000,researched,destinations/中国/重庆市/重庆市.md,1814906,codex,2026-07-30,1
510100,researched,destinations/中国/四川省/成都市.md,1815286,codex,2026-07-30,1
510300,researched,destinations/中国/四川省/自贡市.md,1783745,codex,2026-07-31,1
510400,researched,destinations/中国/四川省/攀枝花市.md,6929460,codex,2026-07-31,1
510500,researched,destinations/中国/四川省/泸州市.md,1801640,codex,2026-07-31,1
510600,researched,destinations/中国/四川省/德阳市.md,1812961,codex,2026-07-31,1
510683,researched,destinations/中国/四川省/绵竹市.md,12492662,codex,2026-07-31,1
510700,researched,destinations/中国/四川省/绵阳市.md,1800627,codex,2026-07-30,1
510781,researched,destinations/中国/四川省/江油市.md,1885823,codex,2026-08-13,1
510800,researched,destinations/中国/四川省/广元市.md,1806466,codex,2026-07-31,1
510900,researched,destinations/中国/四川省/遂宁市.md,1793900,codex,2026-07-31,1
511000,researched,destinations/中国/四川省/内江市.md,1799491,codex,2026-07-31,1
511100,researched,destinations/中国/四川省/乐山市.md,1804153,codex,2026-07-31,1
511300,researched,destinations/中国/四川省/南充市.md,1800146,codex,2026-07-30,1
511381,researched,destinations/中国/四川省/阆中市.md,1816924,codex,2026-08-30,1
511400,researched,destinations/中国/四川省/眉山市.md,1800818,codex,2026-07-31,1
511500,researched,destinations/中国/四川省/宜宾市.md,1786770,codex,2026-07-31,1
511600,researched,destinations/中国/四川省/广安市.md,1799194,codex,2026-07-31,1
511700,researched,destinations/中国/四川省/达州市.md,1813325,codex,2026-07-30,1
511800,researched,destinations/中国/四川省/雅安市.md,1787816,codex,2026-07-31,1
511900,researched,destinations/中国/四川省/巴中市.md,11995100,codex,2026-07-30,1
512000,researched,destinations/中国/四川省/资阳市.md,1783683,codex,2026-07-31,1
513301,researched,destinations/中国/四川省/康定市.md,1802171,codex,2026-08-13,1
513401,researched,destinations/中国/四川省/西昌市.md,1789647,codex,2026-08-11,1
520100,researched,destinations/中国/贵州省/贵阳市.md,1809461,codex,2026-07-30,1
520200,researched,destinations/中国/贵州省/六盘水市.md,8533133,codex,2026-07-31,1
520300,researched,destinations/中国/贵州省/遵义市.md,1783621,codex,2026-07-30,1
520400,researched,destinations/中国/贵州省/安顺市.md,1817968,codex,2026-07-31,1
520500,researched,destinations/中国/贵州省/毕节市.md,1816373,codex,2026-07-31,1
520600,researched,destinations/中国/贵州省/铜仁市.md,1792592,codex,2026-08-13,1
522301,researched,destinations/中国/贵州省/兴义市.md,1807566,codex,2026-08-12,1
522302,researched,destinations/中国/贵州省/兴仁市.md,1788944,codex,2026-08-13,1
522601,researched,destinations/中国/贵州省/凯里市.md,1804866,codex,2026-08-12,1
522701,researched,destinations/中国/贵州省/都匀市.md,1811764,codex,2026-08-12,1
530100,researched,destinations/中国/云南省/昆明市.md,1804651,codex,2026-07-30,1
530181,researched,destinations/中国/云南省/安宁市.md,1803886,codex,2026-08-13,1
530300,researched,destinations/中国/云南省/曲靖市.md,1797318,codex,2026-07-31,1
530500,researched,destinations/中国/云南省/保山市.md,1281673,codex,2026-07-31,1
530581,researched,destinations/中国/云南省/腾冲市.md,1279891,codex,2026-08-13,1
530600,researched,destinations/中国/云南省/昭通市.md,1784841,codex,2026-07-31,1
530681,researched,destinations/中国/云南省/水富市.md,6648023,codex,2026-08-13,1
530700,researched,destinations/中国/云南省/丽江市.md,1813253,codex,2026-08-12,1
530800,researched,destinations/中国/云南省/普洱市.md,1794209,codex,2026-08-12,1
530900,researched,destinations/中国/云南省/临沧市.md,1803590,codex,2026-08-12,1
532301,researched,destinations/中国/云南省/楚雄市.md,1814760,codex,2026-07-31,1
532501,researched,destinations/中国/云南省/个旧市.md,1810240,codex,2026-08-13,1
532502,researched,destinations/中国/云南省/开远市.md,1804850,codex,2026-08-12,1
532503,researched,destinations/中国/云南省/蒙自市.md,13512502,codex,2026-07-31,1
532504,researched,destinations/中国/云南省/弥勒市.md,1800430,codex,2026-08-13,1
532601,researched,destinations/中国/云南省/文山市.md,8505006,codex,2026-08-11,1
532801,researched,destinations/中国/云南省/景洪市.md,1785710,codex,2026-08-12,1
532901,researched,destinations/中国/云南省/大理市.md,1814093,codex,2026-08-12,1
533102,researched,destinations/中国/云南省/瑞丽市.md,1280570,codex,2026-08-13,1
533103,researched,destinations/中国/云南省/芒市.md,12358512,codex,2026-08-13,1
533301,researched,destinations/中国/云南省/泸水市.md,13512503,codex,2026-08-12,1
533401,researched,destinations/中国/云南省/香格里拉市.md,7910932,codex,2026-08-12,1
540100,researched,destinations/中国/西藏自治区/拉萨市.md,1280737,codex,2026-07-30,1
540200,researched,destinations/中国/西藏自治区/日喀则市.md,1279715,codex,2026-08-13,1
540300,researched,destinations/中国/西藏自治区/昌都市.md,1280281,codex,2026-08-13,1
540400,researched,destinations/中国/西藏自治区/林芝市.md,13512708,codex,2026-08-12,1
540500,researched,destinations/中国/西藏自治区/山南市.md,8067345,codex,2026-08-12,1
610100,researched,destinations/中国/陕西省/西安市.md,1790630,codex,2026-07-30,1
610200,researched,destinations/中国/陕西省/铜川市.md,7064006,codex,2026-08-12,1
610300,researched,destinations/中国/陕西省/宝鸡市.md,10942359,codex,2026-07-30,1
610400,researched,destinations/中国/陕西省/咸阳市.md,1790353,codex,2026-07-31,1
610500,researched,destinations/中国/陕西省/渭南市.md,1791636,codex,2026-07-31,1
610582,researched,destinations/中国/陕西省/华阴市.md,1806988,codex,2026-08-12,1
610600,researched,destinations/中国/陕西省/延安市.md,1787765,codex,2026-08-11,1
610681,researched,destinations/中国/陕西省/子长市.md,1791706,codex,2026-08-13,1
610700,researched,destinations/中国/陕西省/汉中市.md,1808857,codex,2026-07-31,1
610800,researched,destinations/中国/陕西省/榆林市.md,1785777,codex,2026-08-13,1
610900,researched,destinations/中国/陕西省/安康市.md,1789065,codex,2026-07-31,1
610981,researched,destinations/中国/陕西省/旬阳市.md,1787873,codex,2026-08-30,1
611000,researched,destinations/中国/陕西省/商洛市.md,1796068,codex,2026-07-31,1
620100,researched,destinations/中国/甘肃省/兰州市.md,1804430,codex,2026-07-30,1
620200,researched,destinations/中国/甘肃省/嘉峪关市.md,1280957,codex,2026-08-12,1
620300,researched,destinations/中国/甘肃省/金昌市.md,1805733,codex,2026-08-12,1
620400,researched,destinations/中国/甘肃省/白银市.md,1817240,codex,2026-08-12,1
620500,researched,destinations/中国/甘肃省/天水市.md,1792892,codex,2026-07-31,1
620600,researched,destinations/中国/甘肃省/武威市.md,1803936,codex,2026-07-31,1
620700,researched,destinations/中国/甘肃省/张掖市.md,1785036,codex,2026-07-31,1
620800,researched,destinations/中国/甘肃省/平凉市.md,1798760,codex,2026-07-31,1
620900,researched,destinations/中国/甘肃省/酒泉市.md,1279945,codex,2026-08-12,1
620982,researched,destinations/中国/甘肃省/敦煌市.md,1529531,codex,2026-07-30,1
621000,researched,destinations/中国/甘肃省/庆阳市.md,12359313,codex,2026-07-30,1
621100,researched,destinations/中国/甘肃省/定西市.md,1812749,codex,2026-08-12,1
621200,researched,destinations/中国/甘肃省/陇南市.md,11778484,codex,2026-08-13,1
622901,researched,destinations/中国/甘肃省/临夏市.md,1803331,codex,2026-08-12,1
630100,researched,destinations/中国/青海省/西宁市.md,1788852,codex,2026-07-30,1
630200,researched,destinations/中国/青海省/海东市.md,1799471,codex,2026-08-12,1
632301,researched,destinations/中国/青海省/同仁市.md,1797091,codex,2026-08-13,1
632701,researched,destinations/中国/青海省/玉树市.md,1281105,codex,2026-08-12,1
640100,researched,destinations/中国/宁夏回族自治区/银川市.md,1786657,codex,2026-07-30,1
640200,researched,destinations/中国/宁夏回族自治区/石嘴山市.md,12324556,codex,2026-07-31,1
640300,researched,destinations/中国/宁夏回族自治区/吴忠市.md,1790842,codex,2026-07-30,1
640400,researched,destinations/中国/宁夏回族自治区/固原市.md,1809152,codex,2026-08-12,1
640500,researched,destinations/中国/宁夏回族自治区/中卫市.md,1784285,codex,2026-07-31,1
650100,researched,destinations/中国/新疆维吾尔自治区/乌鲁木齐市.md,1529102,codex,2026-07-30,1
650200,researched,destinations/中国/新疆维吾尔自治区/克拉玛依市.md,1529401,codex,2026-08-12,1
650400,researched,destinations/中国/新疆维吾尔自治区/吐鲁番市.md,1529114,codex,2026-08-12,1
650500,researched,destinations/中国/新疆维吾尔自治区/哈密市.md,1529484,codex,2026-08-12,1
652301,researched,destinations/中国/新疆维吾尔自治区/昌吉市.md,1529569,codex,2026-08-12,1
652701,researched,destinations/中国/新疆维吾尔自治区/博乐市.md,8521718,codex,2026-08-12,1
652801,researched,destinations/中国/新疆维吾尔自治区/库尔勒市.md,1529376,codex,2026-07-31,1
652901,researched,destinations/中国/新疆维吾尔自治区/阿克苏市.md,1529660,codex,2026-07-31,1
653001,researched,destinations/中国/新疆维吾尔自治区/阿图什市.md,1281743,codex,2026-08-12,1
653101,researched,destinations/中国/新疆维吾尔自治区/喀什市.md,1280849,codex,2026-07-31,1
653201,researched,destinations/中国/新疆维吾尔自治区/和田市.md,1281019,codex,2026-08-12,1
654002,researched,destinations/中国/新疆维吾尔自治区/伊宁市.md,1529435,codex,2026-08-12,1
654201,researched,destinations/中国/新疆维吾尔自治区/塔城市.md,1529167,codex,2026-08-12,1
654202,researched,destinations/中国/新疆维吾尔自治区/乌苏市.md,1529099,codex,2026-08-13,1
654301,researched,destinations/中国/新疆维吾尔自治区/阿勒泰市.md,1529651,codex,2026-08-12,1
659001,researched,destinations/中国/新疆维吾尔自治区/石河子市.md,1529195,codex,2026-07-31,1
659002,researched,destinations/中国/新疆维吾尔自治区/阿拉尔市.md,1529641,codex,2026-08-13,1
659003,researched,destinations/中国/新疆维吾尔自治区/图木舒克市.md,12022102,codex,2026-08-13,1
659004,researched,destinations/中国/新疆维吾尔自治区/五家渠市.md,1529085,codex,2026-08-12,1
420583,researched,destinations/中国/湖北省/枝江市.md,1801455,codex,2026-09-01,1
654203,researched,destinations/中国/新疆维吾尔自治区/沙湾市.md,1529239,codex,2026-09-01,1
431281,researched,destinations/中国/湖南省/洪江市.md,1808106,codex,2026-09-01,1
350783,researched,destinations/中国/福建省/建瓯市.md,1806167,codex,2026-09-01,1
623001,researched,destinations/中国/甘肃省/合作市.md,1808181,codex,2026-09-01,1
513201,researched,destinations/中国/四川省/马尔康市.md,1816868,codex,2026-09-01,1
610581,researched,destinations/中国/陕西省/韩城市.md,1808981,codex,2026-09-01,1
210781,researched,destinations/中国/辽宁省/凌海市.md,2037913,codex,2026-09-01,1
410181,researched,destinations/中国/河南省/巩义市.md,1789897,codex,2026-09-01,1
510183,researched,destinations/中国/四川省/邛崃市.md,1803365,codex,2026-09-01,1
430182,researched,destinations/中国/湖南省/宁乡市.md,1799352,codex,2026-09-01,1
150781,researched,destinations/中国/内蒙古自治区/满洲里市.md,2035836,codex,2026-09-01,1
360482,researched,destinations/中国/江西省/共青城市.md,10378130,codex,2026-09-01,1
150784,researched,destinations/中国/内蒙古自治区/额尔古纳市.md,2036266,codex,2026-09-01,1
540600,researched,destinations/中国/西藏自治区/那曲市.md,1280517,codex,2026-09-01,1
659010,researched,destinations/中国/新疆维吾尔自治区/胡杨河市.md,13561750,codex,2026-09-01,1
632803,researched,destinations/中国/青海省/茫崖市.md,1281003,codex,2026-09-01,1
640181,researched,destinations/中国/宁夏回族自治区/灵武市.md,1803449,codex,2026-09-01,1
659005,researched,destinations/中国/新疆维吾尔自治区/北屯市.md,1529594,codex,2026-09-01,1
152501,researched,destinations/中国/内蒙古自治区/二连浩特市.md,2037485,codex,2026-09-01,1
620981,researched,destinations/中国/甘肃省/玉门市.md,13535802,codex,2026-09-01,1
320685,researched,destinations/中国/江苏省/海安市.md,1809116,codex,2026-09-01,1
321181,researched,destinations/中国/江苏省/丹阳市.md,8394482,codex,2026-09-01,1
321182,researched,destinations/中国/江苏省/扬中市.md,1796682,codex,2026-09-01,1
321183,researched,destinations/中国/江苏省/句容市.md,8394463,codex,2026-09-01,1
321282,researched,destinations/中国/江苏省/靖江市.md,1805639,codex,2026-09-01,1
330182,researched,destinations/中国/浙江省/建德市.md,1789243,codex,2026-09-01,1
331081,researched,destinations/中国/浙江省/温岭市.md,1791464,codex,2026-09-01,1
331082,researched,destinations/中国/浙江省/临海市.md,1803422,codex,2026-09-01,1
130183,researched,destinations/中国/河北省/晋州市.md,1805336,codex,2026-09-01,1
130281,researched,destinations/中国/河北省/遵化市.md,2033058,codex,2026-09-01,1
130283,researched,destinations/中国/河北省/迁安市.md,2035411,codex,2026-09-01,1
130284,researched,destinations/中国/河北省/滦州市.md,1802187,codex,2026-09-01,1
130481,researched,destinations/中国/河北省/武安市.md,1791358,codex,2026-09-01,1
130681,researched,destinations/中国/河北省/涿州市.md,1783851,codex,2026-09-01,1
130683,researched,destinations/中国/河北省/安国市.md,1797401,codex,2026-09-01,1
130684,researched,destinations/中国/河北省/高碑店市.md,1810614,codex,2026-09-01,1
130881,researched,destinations/中国/河北省/平泉市.md,2035465,codex,2026-09-01,1
130981,researched,destinations/中国/河北省/泊头市.md,1816256,codex,2026-09-01,1
130983,researched,destinations/中国/河北省/黄骅市.md,12361372,codex,2026-09-01,1
130984,researched,destinations/中国/河北省/河间市.md,1808614,codex,2026-09-01,1
131081,researched,destinations/中国/河北省/霸州市.md,1816832,codex,2026-09-01,1
131182,researched,destinations/中国/河北省/深州市.md,1795578,codex,2026-09-01,1
210881,researched,destinations/中国/辽宁省/盖州市.md,2037325,codex,2026-09-01,1
220582,researched,destinations/中国/吉林省/集安市.md,2036579,codex,2026-09-01,1
230381,researched,destinations/中国/黑龙江省/虎林市.md,13450567,codex,2026-09-01,1
230883,researched,destinations/中国/黑龙江省/抚远市.md,2037330,codex,2026-09-01,1
231084,researched,destinations/中国/黑龙江省/宁安市.md,2035588,codex,2026-09-01,1
231182,researched,destinations/中国/黑龙江省/五大连池市.md,2034137,codex,2026-09-01,1
232701,researched,destinations/中国/黑龙江省/漠河市.md,2033822,codex,2026-09-01,1
330483,researched,destinations/中国/浙江省/桐乡市.md,1790942,codex,2026-09-01,1
340881,researched,destinations/中国/安徽省/桐城市.md,1792702,codex,2026-09-01,1
341181,researched,destinations/中国/安徽省/天长市.md,1793015,codex,2026-09-01,1
350181,researched,destinations/中国/福建省/福清市.md,1797120,codex,2026-09-01,1
350481,researched,destinations/中国/福建省/永安市.md,1786401,codex,2026-09-01,1
350581,researched,destinations/中国/福建省/石狮市.md,1795006,codex,2026-09-01,1
350881,researched,destinations/中国/福建省/漳平市.md,1805688,codex,2026-09-01,1
430181,researched,destinations/中国/湖南省/浏阳市.md,1802875,codex,2026-09-01,1
440783,researched,destinations/中国/广东省/开平市.md,1796989,codex,2026-09-01,1
410182,researched,destinations/中国/河南省/荥阳市.md,1788911,codex,2026-09-01,1
410184,researched,destinations/中国/河南省/新郑市.md,1788466,codex,2026-09-01,1
410481,researched,destinations/中国/河南省/舞钢市.md,1791271,codex,2026-09-01,1
410482,researched,destinations/中国/河南省/汝州市.md,1803359,codex,2026-09-01,1
410581,researched,destinations/中国/河南省/林州市.md,1803327,codex,2026-09-01,1
410781,researched,destinations/中国/河南省/卫辉市.md,1805031,codex,2026-09-01,1
410782,researched,destinations/中国/河南省/辉县市.md,1806787,codex,2026-09-01,1
410783,researched,destinations/中国/河南省/长垣市.md,1815476,codex,2026-09-01,1
410183,researched,destinations/中国/河南省/新密市.md,1800433,codex,2026-09-01,1
410185,researched,destinations/中国/河南省/登封市.md,1813016,codex,2026-09-01,1
410882,researched,destinations/中国/河南省/沁阳市.md,1797557,codex,2026-09-01,1
410883,researched,destinations/中国/河南省/孟州市.md,1800684,codex,2026-09-01,1
411082,researched,destinations/中国/河南省/长葛市.md,1808310,codex,2026-09-01,1
411282,researched,destinations/中国/河南省/灵宝市.md,1809289,codex,2026-09-01,1
411481,researched,destinations/中国/河南省/永城市.md,10303676,codex,2026-09-01,1
411681,researched,destinations/中国/河南省/项城市.md,1805083,codex,2026-09-01,1
140181,researched,destinations/中国/山西省/古交市.md,8053958,codex,2026-09-03,1
140681,researched,destinations/中国/山西省/怀仁市.md,1807671,codex,2026-09-03,1
141081,researched,destinations/中国/山西省/侯马市.md,1807818,codex,2026-09-03,1
150581,researched,destinations/中国/内蒙古自治区/霍林郭勒市.md,6569940,codex,2026-09-03,1
152202,researched,destinations/中国/内蒙古自治区/阿尔山市.md,8054538,codex,2026-09-03,1
210681,researched,destinations/中国/辽宁省/东港市.md,1814470,codex,2026-09-03,1
330683,researched,destinations/中国/浙江省/嵊州市.md,1795647,codex,2026-09-03,1
331083,researched,destinations/中国/浙江省/玉环市.md,8401397,codex,2026-09-03,1
360281,researched,destinations/中国/江西省/乐平市.md,1804156,codex,2026-09-03,1
360483,researched,destinations/中国/江西省/庐山市.md,1799946,codex,2026-09-03,1
360681,researched,destinations/中国/江西省/贵溪市.md,1788406,codex,2026-09-03,1
360781,researched,destinations/中国/江西省/瑞金市.md,1790568,codex,2026-09-03,1
360783,researched,destinations/中国/江西省/龙南市.md,1802495,codex,2026-09-03,1
360881,researched,destinations/中国/江西省/井冈山市.md,1923909,codex,2026-09-03,1
360981,researched,destinations/中国/江西省/丰城市.md,1806248,codex,2026-09-03,1
360983,researched,destinations/中国/江西省/高安市.md,1785657,codex,2026-09-03,1
361181,researched,destinations/中国/江西省/德兴市.md,1786659,codex,2026-09-03,1
370681,researched,destinations/中国/山东省/龙口市.md,1807152,codex,2026-09-03,1
370687,researched,destinations/中国/山东省/海阳市.md,1812621,codex,2026-09-03,1
371083,researched,destinations/中国/山东省/乳山市.md,8541400,codex,2026-09-03,1
371481,researched,destinations/中国/山东省/乐陵市.md,1804195,codex,2026-09-03,1
371482,researched,destinations/中国/山东省/禹城市.md,1785979,codex,2026-09-03,1
