country_code,city,geonames_id,map_id,status,page_path,last_reviewed,reason,search_query,source_urls
KR,梁山市,1832824,south-korea-38100,researched,destinations/韩国/庆尚南道/梁山市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=110668;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=76467
KR,昌原市,1846322,south-korea-38110,researched,destinations/韩国/庆尚南道/昌原市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=71283;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=93625
KR,济州市,1846261,south-korea-39010,researched,destinations/韩国/济州特别自治道/济州市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=91127;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=103559;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=105005;https://english.visitkorea.or.kr/svc/contents/contentsView.do?menuSn=904&vcontsId=221319
KR,西归浦市,1836630,south-korea-39020,researched,destinations/韩国/济州特别自治道/西归浦市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=110885;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=110731;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=191247;https://english.visitkorea.or.kr/svc/contents/contentsView.do?vcontsId=57133
KP,平壤市,1871859,north-korea-1871859,researched,destinations/朝鲜/直辖城市/平壤市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://koryogroup.com/travel-guide/north-korea-guide-pyongyang-city;https://koryogroup.com/travel-guide/north-korea-guide-the-pyongyang-metro;https://ich.unesco.org/en/RL/pyongyang-raengmyon-custom-01695;https://koryogroup.com/blog/north-korea-travel-today;https://kp.china-embassy.gov.cn/lsyw/fcxz/
KP,罗先市,2042645,north-korea-2042645,researched,destinations/朝鲜/直辖城市/罗先市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://koryogroup.com/travel-guide/rason-north-korea-north-korea-travel-guide;https://koryogroup.com/blog/pipha-island-rason-north-korea-travel-guide;https://koryogroup.com/blog/north-korea-travel-today;https://kp.china-embassy.gov.cn/lsyw/fcxz/
KP,南浦市,1873757,north-korea-1873757,researched,destinations/朝鲜/直辖城市/南浦市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://koryogroup.com/travel-guide/nampo-north-korea-north-korea-travel-guide;https://koryogroup.com/blog/west-sea-barrage-nampo-north-korea-travel-guide;https://whc.unesco.org/en/list/1091/maps/;https://koryogroup.com/blog/north-korea-travel-today;https://kp.china-embassy.gov.cn/lsyw/fcxz/
KP,开城市,1876373,north-korea-1876373,researched,destinations/朝鲜/直辖城市/开城市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://whc.unesco.org/en/list/1278/;https://whc.unesco.org/en/list/1278/maps/;https://koryogroup.com/travel-guide/kaesong-the-dmz-north-korea-north-korea-travel-guide;https://koryogroup.com/blog/north-korea-travel-today;https://kp.china-embassy.gov.cn/lsyw/fcxz/
KP,江界市,2043572,north-korea-2043572,source_gap,,2026-09-06,检索结果主要为慈江道和边境历史背景，城市内参访点及接待资料待补。,Kanggye tourism travel guide,https://www.youngpioneertours.com/views-borderlands-manpo/
KP,熙川市,2044013,north-korea-2044013,source_gap,,2026-09-06,找到 2020 年单一酒店记录，城市内景点、路线与当期接待资料待补。,Huichon tourism travel guide,https://koryogroup.com/travel-guide/huichon-hotel-north-korea-travel-guide
KP,满浦市,2042893,north-korea-2042893,source_gap,,2026-09-06,找到 2019 年口岸开放报道，城市内具体参访点、住宿餐饮及现行接待资料待补。,Manpo tourism travel guide,https://koryogroup.com/travel-guide/north-korea-travel-guide-manpo-china-dprk-border-town
KP,清津市,2044757,north-korea-2044757,researched,destinations/朝鲜/咸镜北道/清津市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://koryogroup.com/travel-guide/chongjin-north-korea-north-korea-travel-guide;https://koryogroup.com/travel-guide/chongjin-central-square-north-korea-travel-guide;https://koryogroup.com/blog/north-korea-travel-today;https://kp.china-embassy.gov.cn/lsyw/fcxz/
KP,会宁市,2044091,north-korea-2044091,researched,destinations/朝鲜/咸镜北道/会宁市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://koryogroup.com/travel-guide/hoeryong-north-korea-travel-guide;https://koryogroup.com/travel-guide/native-house-of-kim-jong-suk-hoeryong-north-korea-travel-guide;https://koryogroup.com/blog/north-korea-travel-today;https://kp.china-embassy.gov.cn/lsyw/fcxz/
KP,金策市,2043476,north-korea-2043476,source_gap,,2026-09-06,找到城市和铁路背景，来源对旅游提出设想；实际参访点、接待流程及住宿资料待补。,Kimchaek city tourism travel guide,https://www.youngpioneertours.com/kimchaek-guide/
KP,咸兴市,1877449,north-korea-1877449,researched,destinations/朝鲜/咸镜南道/咸兴市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://koryogroup.com/travel-guide/hamhung-north-korea-north-korea-travel-guide;https://koryogroup.com/travel-guide/hamhung-grand-theatre-north-korea-travel-guide;https://koryogroup.com/travel-guide/home-of-ri-song-gye-hamhung-royal-villa-north-korea-travel-guide;https://koryogroup.com/blog/north-korea-travel-today;https://kp.china-embassy.gov.cn/lsyw/fcxz/
KP,新浦市,2040959,north-korea-2040959,source_gap,,2026-09-06,检索出现新川等异地结果，仍需确认新浦城市内的可引用参访资料。,Sinpo city tourism travel guide,
KP,端川市,2040062,north-korea-2040062,source_gap,,2026-09-06,检索结果多为其他山地景点，端川城市内景点、餐饮与接待资料待补。,Tanchon tourism travel guide,
KP,沙里院市,1870883,north-korea-1870883,researched,destinations/朝鲜/黄海北道/沙里院市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://koryogroup.com/travel-guide/sariwon-north-korea-north-korea-travel-guide;https://whc.unesco.org/en/list/1091/maps/;https://koryogroup.com/blog/north-korea-travel-today;https://kp.china-embassy.gov.cn/lsyw/fcxz/
KP,松林市,1869446,north-korea-1869446,source_gap,,2026-09-06,大同江资料涉及工业港口背景，城市内参访点、住宿与接待资料待补。,Songnim tourism travel guide,https://koryogroup.com/travel-guide/taedonggang-north-korea-travel-guide
KP,海州市,1877615,north-korea-1877615,researched,destinations/朝鲜/黄海南道/海州市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://koryogroup.com/travel-guide/haeju-north-korea-north-korea-travel-guide;https://koryogroup.com/travel-guide/puyong-hall-haeju-north-korea-travel-guide;https://koryogroup.com/blog/north-korea-travel-today;https://kp.china-embassy.gov.cn/lsyw/fcxz/
KP,元山市,1866923,north-korea-1866923,researched,destinations/朝鲜/江原道/元山市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://koryogroup.com/travel-guide/wonsan-city-centre-north-korea-travel-guide;https://koryogroup.com/travel-guide/wonsan-tourism-project-north-korea-travel-guide;https://koryogroup.com/blog/north-korea-travel-today;https://kp.china-embassy.gov.cn/lsyw/fcxz/
KP,文川市,1874228,north-korea-1874228,source_gap,,2026-09-06,检索以全国旅游概览为主，文川城市内具体参访资料待补。,Munchon tourism travel guide,
KP,新义州市,2040893,north-korea-2040893,researched,destinations/朝鲜/平安北道/新义州市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://koryogroup.com/travel-guide/sinuiju-uiju-tongrim-north-korea-north-korea-travel-guide;https://koryogroup.com/travel-guide/sinuiju-outdoor-performance-north-korea-travel-guide;https://koryogroup.com/blog/north-korea-travel-today;https://kp.china-embassy.gov.cn/lsyw/fcxz/
KP,定州市,1878389,north-korea-1878389,source_gap,,2026-09-06,检索出现清津等异地结果，定州城市身份对应的参访点与接待资料待补。,Chongju North Korea travel guide,
KP,龟城市,1875107,north-korea-1875107,source_gap,,2026-09-06,检索出现镜城及其他异地结果，龟城城市内景点与接待资料待补。,Kusong tourism travel guide,
KP,平城市,1871871,north-korea-1871871,researched,destinations/朝鲜/平安南道/平城市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://koryogroup.com/travel-guide/pyongysong-north-korea-north-korea-travel-guide;https://kp.china-embassy.gov.cn/lsyw/fcxz/;https://koryogroup.com/blog/north-korea-travel-today;https://kp.china-embassy.gov.cn/lsyw/fcxz/
KP,安州市,1879613,north-korea-1879613,researched,destinations/朝鲜/平安南道/安州市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://koryogroup.com/travel-guide/anju-north-korea-travel-guide;https://koryogroup.com/travel-guide/the-hitchhiker-s-guide-to-the-dprk-no-1-country-grammar;https://koryogroup.com/blog/north-korea-travel-today;https://kp.china-embassy.gov.cn/lsyw/fcxz/
KP,价川市,1876401,north-korea-1876401,source_gap,,2026-09-06,检索出现开城和凯旋公园等异地结果，价川对应的参访资料待补。,Kaechon tourism travel guide,
KP,顺川市,1869012,north-korea-1869012,source_gap,,2026-09-06,现有结果停留在全国概览，需补齐朝鲜顺川的景点及旅行接待资料。,Sunchon North Korea tourism travel guide,
KP,德川市,1868144,north-korea-1868144,source_gap,,2026-09-06,河流资料涉及工业背景，具体参访点与接待条件待补，需同时交叉核实水系叙述。,Tokchon tourism travel guide,https://koryogroup.com/blog/changjin-lake-north-korea-travel-guide
KP,惠山市,2043837,north-korea-2043837,source_gap,,2026-09-06,找到口岸及酒店概述，城市内具体参访点较少，跨城交通叙述及当前接待条件待交叉确认。,Hyesan tourism travel guide,https://www.youngpioneertours.com/the-hyesan-city-guide/
KP,三池渊市,2041442,north-korea-2041442,researched,destinations/朝鲜/两江道/三池渊市.md,2026-09-06,城市成稿、身份和来源完成核查。,,https://koryogroup.com/travel-guide/samjiyon-north-korea-a-complete-guide;https://koryogroup.com/travel-guide/samjiyon-grand-monument-north-korea-travel-guide-813d04c8-1452-413f-ad60-0f4817d6c261;https://koryogroup.com/blog/north-korea-travel-today;https://kp.china-embassy.gov.cn/lsyw/fcxz/
